Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
856279,The Old English Baron,Clara Reeve,"Reeve, Clara","James Watt, James Trainer","=""0192803271""","=""9780192803276""",0,Oxford University Press,Paperback,176,2004,1777,,2025/10/16,to-read,to-read (#265),to-read,,,,0,0
12923,The Castle of Otranto,Horace Walpole,"Walpole, Horace",,"=""0192834401""","=""9780192834409""",0,Oxford University Press,Paperback,125,1998,1764,,2025/10/16,to-read,to-read (#264),to-read,,,,0,0
23131083,In the Dark Places (Inspector Banks #22),Peter    Robinson,"Robinson, Peter",,"=""0062240544""","=""9780062240545""",2,William Morrow,Hardcover,327,2015,2014,2025/10/16,2025/10/16,,,read,"Not a fan of this one; the pacing is very slow, there’s a lot of characters being introduced, a lot of dialogue around interrogations and it lacks the charm that I first found on Standing in the Shadows",,,1,0
75593500,"These Burning Stars (The Kindom Trilogy, #1)",Bethany Jacobs,"Jacobs, Bethany",,"=""0316463329""","=""9780316463324""",5,Orbit,Paperback,464,2023,2023,2025/10/05,2025/09/21,,,read,"Good book! The sole sex scene felt a bit out of place considering there really isn’t any other but it’s fine.<br/>Good characters, good narrative, good world.<br/>Maybe the plot and narrative pov have their flaws but it doesn’t deter me from recommending it.",,,1,0
338329,Three Hearts and Three Lions,Poul Anderson,"Anderson, Poul",,"=""0575074981""","=""9780575074989""",0,Gollancz,Paperback,177,2003,1953,,2025/10/01,to-read,to-read (#263),to-read,,,,0,0
7959473,"American Assassin (Mitch Rapp, #1)",Vince Flynn,"Flynn, Vince",,"=""141659518X""","=""9781416595182""",0,Atria Simon & Schuster,Hardcover,448,2010,2010,,2025/09/30,to-read,to-read (#262),to-read,,,,0,0
51583056,"Blood of Elves (The Witcher, #1)",Andrzej Sapkowski,"Sapkowski, Andrzej",,"=""""","=""""",4,Gollancz,Kindle Edition,324,2020,1994,2025/09/14,2025/02/01,,,read,"I already know I like The Witcher from the video games but if this was my introduction to the series, I would probably give it a low score because although there’s a lot of lore in it, it doesn’t have a lot of action or momentum to it.<br/>The two prequels are definitely necessary for someone who is not familiar with the series and I would recommend starting from there, otherwise you might pick this book, get bored, and lose on a good series",,,1,0
29916156,"Star Wars, Episode I: The Phantom Menace (Star Wars, #1)",Terry Brooks,"Brooks, Terry",Alexander Adams,"=""""","=""""",2,Random House Audio,Audible Audio,10,2005,1999,2025/09/17,2025/08/25,,,read,"As an audiobook, this was not good!<br/>As much as I’m a fan of the prequels, the audiobook lacks descriptions, atmosphere and impact.<br/>While newer SW audiobooks have a certain charm to them because of the sound effects, this has none of it; on top of that, the prequels are veeeeeery heavy on dialogue and without a profound description of the scenery, you’re just left with people talking with one another",,,1,0
36510196,"Old Man's War (Old Man's War, #1)",John Scalzi,"Scalzi, John",,"=""""","=""""",5,Tor Books,Kindle Edition,318,2007,2005,2025/09/20,2023/09/09,,,read,"Felt like I was reading Starship Troopers combined with Bill, The Galactic Hero and I’m definitely ok with that ",,,1,0
46000520,"The Thursday Murder Club (Thursday Murder Club, #1)",Richard Osman,"Osman, Richard",,"=""""","=""""",0,Penguin Books,Kindle Edition,382,2020,2020,,2025/08/30,to-read,to-read (#261),to-read,,,,0,0
2355014,Ozymandias,Percy Bysshe Shelley,"Shelley, Percy Bysshe",Theo Gayer-Anderson,"=""977532582X""","=""9789775325822""",0,Hoopoe Books,Paperback,36,1999,1817,,2025/08/29,to-read,to-read (#260),to-read,,,,0,0
216540053,Of Monsters and Mainframes,Barbara Truelove,"Truelove, Barbara",,"=""""","=""""",0,Bindery Books,Kindle Edition,407,2025,2025,,2025/08/25,to-read,to-read (#259),to-read,,,,0,0
56791389,"Dungeon Crawler Carl (Dungeon Crawler Carl, #1)",Matt Dinniman,"Dinniman, Matt",,"=""""","=""""",0,Dandy House,Kindle Edition,464,2020,2020,,2025/08/25,to-read,to-read (#258),to-read,,,,0,0
34392663,"A Time of Dread (Of Blood and Bone, #1)",John Gwynne,"Gwynne, John",,"=""1509812946""","=""9781509812943""",0,Pan MacMillan,Hardcover,463,2018,2018,,2025/08/24,to-read,to-read (#257),to-read,,,,0,0
28876,"His Majesty's Dragon (Temeraire, #1)",Naomi Novik,"Novik, Naomi",,"=""0345481283""","=""9780345481283""",0,Random House Inc,Mass Market Paperback,356,2006,2006,,2025/08/23,to-read,to-read (#256),to-read,,,,0,0
2868001,The Sex Lives of Cannibals: Adrift in the Equatorial Pacific,J. Maarten Troost,"Troost, J. Maarten",Simon Vance,"=""1433202875""","=""9781433202872""",4,Blackstone Audiobooks,Audio CD,0,2007,2003,2025/08/20,2025/08/09,,,read,"if it wasn’t for Simon Vance narrating it I probably wouldn’t have picked up this book, but I’m glad I did.<br/><br/>While the author’s tone might not be for everybody, it offers an interesting view of cultures and places that we may not even know that they exist.",,,1,0
12013,"Excession (Culture, #5)",Iain M. Banks,"Banks, Iain M.",,"=""0553575376""","=""9780553575378""",0,Spectra Books,Mass Market Paperback,500,1998,1996,,2025/08/19,to-read,to-read (#255),to-read,,,,0,0
337116,The Difference Engine,William Gibson,"Gibson, William",Bruce Sterling,"=""055329461X""","=""9780553294613""",0,Spectra,Mass Market Paperback,429,1992,1990,,2025/08/19,to-read,to-read (#254),to-read,,,,0,0
161297,Schismatrix,Bruce Sterling,"Sterling, Bruce",,"=""0441754007""","=""9780441754007""",0,Ace,Mass Market Paperback,288,1986,1985,,2025/08/19,to-read,to-read (#253),to-read,,,,0,0
18775247,Mr. Mercedes (Bill Hodges #1),Stephen  King,"King, Stephen",,"=""1476754454""","=""9781476754451""",3,Scribner,Hardcover,437,2014,2014,2025/08/11,2025/07/31,,,read,"I felt like it went for far too long considering that the plot was kinda predictable and there was nothing extraordinary about it, but it was entertaining.<br/><br/>The characters felt like paper to me and even though I read Holly before, I couldn’t really care about any of them or how they were presented.",,,1,0
52025940,"The Anglo-Saxons: A History of the Beginnings of England, 400–1066",Marc Morris,"Morris, Marc",,"=""1643133126""","=""9781643133126""",0,Pegasus Books,Hardcover,508,2021,2021,,2025/08/11,currently-reading,currently-reading (#1),currently-reading,,,,1,0
13453029,"Wool Omnibus (Silo, #1)",Hugh Howey,"Howey, Hugh",,"=""""","=""""",0,Broad Reach Publishing,Paperback,509,2012,2012,,2025/08/08,to-read,to-read (#252),to-read,,,,0,0
9014,The Long Walk,Richard  Bachman,"Bachman, Richard",Stephen  King,"=""0451196716""","=""9780451196712""",0,Signet,Mass Market Paperback,370,1999,1979,,2025/08/05,to-read,to-read (#251),to-read,,,,0,0
55104791,Later,Stephen  King,"King, Stephen",Seth Numrich,"=""1797121758""","=""9781797121758""",4,Simon & Schuster Audio,Audible Audio,,2021,2021,2025/07/30,2025/07/26,,,read,The plot is kinda average for this book but I’m bumping it to 4⭐️ because Seth Numrich’s performance in the audiobook is what made it very enjoyable!,,,1,0
112537,"Rendezvous with Rama (Rama, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,"=""1857231589""","=""9781857231588""",5,Orbit,Paperback,243,1991,1973,2025/07/27,2024/10/05,,,read,"heavy in physic concepts that i don’t understand, complex inter-planetary politics, and avant-garde and inconceivable “ship” design! this is everything i want from a sci fi book!",,,1,0
8935689,"Consider Phlebas (Culture, #1)",Iain M. Banks,"Banks, Iain M.",,"=""1857231384""","=""9781857231380""",0,Orbit,Paperback,467,1988,1987,,2025/07/21,to-read,to-read (#250),to-read,,,,0,0
87591651,The Stand,Stephen  King,"King, Stephen",Grover Gardner,"=""""","=""""",0,BBC Audio,Audiobook,,2021,1978,,2025/07/21,to-read,to-read (#249),to-read,,,,0,0
6315202,Cell,Stephen  King,"King, Stephen",,"=""""","=""""",2,Scribner ,Kindle Edition,448,2006,2006,2025/07/21,2025/07/14,,,read,"King's writing itself is worth the read but the plot wasn't plotting, which is sad.<br/><br/>There are some interesting bits here and the first half of the book had a good pace to it, but it quickly fell apart when King tried to tie in everything together<br/><br/>Without revealing much of the story, the thriller / terror / horror aspect of the book was very good, but the journey part of it, not so much; it felt long, non-cohesive and not entertaining.<br/>The resolution also left a bitter taste - after so many pages describing the journey of the character, stuff just ends in a flat dull note",,,1,0
6499551,As Intermitências da Morte,José Saramago,"Saramago, José",,"=""9896530106""","=""9789896530105""",0,Leya,Paperback,236,2009,2005,,2025/07/18,to-read,to-read (#248),to-read,,,,0,0
394535,"Blood Meridian, or, the Evening Redness in the West",Cormac McCarthy,"McCarthy, Cormac",,"=""""","=""""",5,Vintage Books,Paperback,351,2010,1985,2023/12/08,2023/07/10,,,read,"Blood Meridian is raw, harsh, poetic, long, boring, repetitive, detached, confusing, brave, glorious, epic and biblical.<br/><br/>I can’t get into meaningful discussions about the whys and hows of the book but I can say that my reading took me through all the feelings above.<br/>As non-native English speaker, Blood Meridian was a hard book to read; the vocabulary and the flow of the phrases mean that it’s very easy for a person to call quits very early when trying. However, I persisted and I enjoyed it; I didn’t LOVE it because I feel like there’s a lot that I missed but I learned that at certain excerpts it was just better for me to ‘let go’ and let the story flow.<br/><br/>Anyway, it’s a good book. The characters aren’t particularly important nor is their journey. I feel like the main message could be summarised to a single phrase but I wouldn’t consider the length of the book unnecessary; for me it strengthened the meaning that I took from it.",,,1,0
394469,Suttree,Cormac McCarthy,"McCarthy, Cormac",,"=""0679736328""","=""9780679736325""",0,Vintage International,Paperback,471,1992,1979,,2025/07/18,to-read,to-read (#247),to-read,,,,0,0
60526802,"Stella Maris (The Passenger, #2)",Cormac McCarthy,"McCarthy, Cormac",,"=""0307269000""","=""9780307269003""",0,Knopf,Hardcover,190,2022,2022,,2025/07/18,to-read,to-read (#246),to-read,,,,0,0
40470,"Cities of the Plain (The Border Trilogy, #3)",Cormac McCarthy,"McCarthy, Cormac",,"=""0679747192""","=""9780679747192""",0,Vintage Books,Paperback,293,1999,1998,,2025/07/18,to-read,to-read (#245),to-read,,,,0,0
365990,"The Crossing (The Border Trilogy, #2)",Cormac McCarthy,"McCarthy, Cormac",,"=""""","=""""",0,Alfred A. Knopf,Hardcover,426,1994,1994,,2025/07/18,to-read,to-read (#244),to-read,,,,0,0
6288,The Road,Cormac McCarthy,"McCarthy, Cormac",,"=""0307265439""","=""9780307265432""",0,Alfred A. Knopf,Hardcover,241,2006,2006,,2025/07/18,to-read,to-read (#243),to-read,,,,0,0
87040,Gathering Moss: A Natural and Cultural History of Mosses,Robin Wall Kimmerer,"Kimmerer, Robin Wall",,"=""0870714996""","=""9780870714993""",0,Oregon State University Press,Paperback,168,2003,2003,,2025/07/17,to-read,to-read (#242),to-read,,,,0,0
1683,The Confessions of Saint Augustine,Augustine of Hippo,"Hippo, Augustine of",,"=""1591094003""","=""9781591094005""",0,BookSurge Classics,Paperback,290,2002,400,,2025/07/14,to-read,to-read (#241),to-read,,,,0,0
65213662,"Extinction (Cash & Colcord, #1)",Douglas Preston,"Preston, Douglas",,"=""0765317702""","=""9780765317704""",0,Forge Books,Hardcover,370,2024,2024,,2025/07/12,to-read,to-read (#240),to-read,,,,0,0
25454056,"Sword of Destiny (The Witcher, #0.7)",Andrzej Sapkowski,"Sapkowski, Andrzej",David   French,"=""""","=""""",4,Orbit,Kindle Edition,405,2015,1992,2025/07/12,2025/07/05,,,read,"The Last Wish was definitely more interesting than this one; and the editing of the stories felt weird, especially when Geralt was reminiscing / delirious about the past<br/>Still fun, tho",,,1,0
81868815,Holly,Stephen  King,"King, Stephen",Justine Lupe,"=""1797161415""","=""9781797161419""",2,Simon  Schuster Audio,Audiobook,15,2023,2023,2025/07/10,2023/11/14,,,read,"this review doesn’t come from the politics or covid mentions in the book; i really couldn’t care less for the mentions, although i feel like covid isn’t given enough backstory for this book to survive the test of time<br/><br/>however… this book was plainly boring to me; the ‘bad guys’ were predictable, the investigation felt extremely long without much fruition, the side stories didn’t add much to the characters (or maybe i just didn’t care)<br/><br/>i enjoy King but this book was just too long for what it tried to do",,,1,0
4945933,The Breathing Method,Stephen  King,"King, Stephen",Frank  Muller,"=""014314393X""","=""9780143143932""",4,Penguin Audio,Audio CD,3,2009,,2023/02/28,2023/02/25,,,read,This is my 2nd book by King and I think I'm a fan now ,,,1,0
68494,"Perdido Street Station (New Crobuzon, #1)",China Miéville,"Miéville, China",,"=""0345459407""","=""9780345459404""",0,Ballantine Del Rey,Mass Market Paperback,640,2003,2000,,2025/07/05,to-read,to-read (#239),to-read,,,,0,0
214565614,The Buffalo Hunter Hunter,Stephen Graham Jones,"Jones, Stephen Graham",,"=""1668075083""","=""9781668075081""",0,S&S/Saga Press,Hardcover,448,2025,2025,,2025/07/05,to-read,to-read (#238),to-read,,,,0,0
54493401,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""0593135202""","=""9780593135204""",5,Ballantine Books,Hardcover,476,2021,2021,2025/07/05,2023/01/24,,,read,This might be the greatest love story of all time ,,,1,0
48484,"Blindsight (Firefall, #1)",Peter Watts,"Watts, Peter",,"=""0765312182""","=""9780765312181""",0,Tor Books,Hardcover,384,2006,2006,,2024/02/01,to-read,to-read (#159),to-read,,,,0,0
26153504,Maigret e o Taberneiro,Georges Simenon,"Simenon, Georges",Paulo de Mello Barreto,"=""""","=""""",4,,Paperback,187,1987,1970,2025/06/27,2025/06/23,,,read,"4⭐️ but closely leaning on the 3!<br/>It wasn’t the most engaging of Maigret books, but there’s a lot of Mrs Maigret and homely Maigret himself, which isn’t usual, so that was a nice surprise",,,1,0
